Accident_Index,Accident_Severity,Speed_limit,Junction_Detail,Junction_Control,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Vehicle_Manoeuvre
201304DF13138,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Turning left
201304DF13138,Slight,30.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
201304DL13047,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Turning right
201304DL13047,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201304DL13087,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Turning right
201304DL13087,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
201304DL13110,Slight,30.0,Crossroads,Stop sign,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201304DL13110,Slight,30.0,Crossroads,Stop sign,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Waiting to turn right
201304EA13142,Slight,30.0,Roundabout,Give way or uncontrolled,Snowing no high winds,Snow,Other object on road,Going ahead other
201304EA13158,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
201304EA13388,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Vehicle load on road,Going ahead other
201304EA13388,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Vehicle load on road,Parked
201304EA13388,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Vehicle load on road,Going ahead other
201304FA13042,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning left
201304FA13042,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Slowing or stopping
201304FG13065,Slight,50.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201304FG13065,Slight,50.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201304FL13048,Slight,40.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201304FL13048,Slight,40.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201305AA04801,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
201305AA04801,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Waiting to go - held up
201305AA04801,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Waiting to go - held up
201305BB02689,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning right
201305BB02689,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201305BB03586,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201305BB03586,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Parked
201305BB03586,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201305CC01538,Serious,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Slowing or stopping
201305CC01538,Serious,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Parked
201305DD03361,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Reversing
201305EE01199,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Frost or ice,Pedestrian in carriageway - not injured,Moving off
201305EE02600,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Wet or damp,Vehicle load on road,Moving off
201305EE02600,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Wet or damp,Vehicle load on road,Going ahead other
201305EE02600,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Wet or damp,Vehicle load on road,Going ahead other
201305EE03342,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
201305EE04129,Slight,20.0,Other junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Moving off
201305EE04200,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Turning left
201305EE04612,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201305FF02377,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201305FF04568,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201305FF05575,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201306A069189,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Turning right
201306A069189,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
201306A069777,Slight,30.0,Crossroads,Give way or uncontrolled,Snowing no high winds,Wet or damp,Other object on road,Going ahead other
201306A079167,Slight,30.0,Other junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Turning right
201306A080943,Slight,20.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Turning right
201306E078174,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
201306E078289,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
201306F074312,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201306G074017,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
201306K069939,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201306K069946,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Wet or damp,Other object on road,Slowing or stopping
201306K071549,Slight,30.0,Crossroads,Auto traffic signal,Snowing + high winds,Frost or ice,Other object on road,Slowing or stopping
201306K072708,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking - nearside
201306L079790,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Reversing
201306L079790,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Turning left
201306N070527,Slight,30.0,T or staggered junction,Give way or uncontrolled,Other,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201306N070527,Slight,30.0,T or staggered junction,Give way or uncontrolled,Other,Wet or damp,Pedestrian in carriageway - not injured,Waiting to turn left
201306N075071,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
201306Q078810,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Turning left
2013070023166,Slight,70.0,Slip road,Auto traffic signal,Fine no high winds,Snow,Previous accident,Going ahead left-hand bend
2013070023166,Slight,70.0,Slip road,Auto traffic signal,Fine no high winds,Snow,Previous accident,Going ahead left-hand bend
2013070024915,Slight,40.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013073126825,Slight,70.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013073143914,Slight,70.0,Slip road,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2013073143914,Slight,70.0,Slip road,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Slowing or stopping
2013073160840,Slight,60.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2013073163350,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead right-hand bend
2013073178775,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Moving off
2013073178775,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013073208158,Slight,60.0,T or staggered junction,Authorised person,Fine no high winds,Dry,Other object on road,Going ahead other
2013073239608,Slight,60.0,Crossroads,Authorised person,Fine no high winds,Dry,Other object on road,Going ahead other
2013073293515,Slight,70.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Waiting to turn right
2013073318927,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Wet or damp,Previous accident,Moving off
2013073318927,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Wet or damp,Previous accident,Waiting to go - held up
2013073318927,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Wet or damp,Previous accident,Moving off
2013073350966,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013100012513,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Slowing or stopping
2013100017013,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Slowing or stopping
2013100028013,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Wet or damp,Vehicle load on road,Turning right
2013100029913,Slight,30.0,Other junction,Give way or uncontrolled,Snowing no high winds,Snow,Pedestrian in carriageway - not injured,Going ahead right-hand bend
2013100061213,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning left
2013100061213,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Slowing or stopping
2013100081113,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013100104213,Slight,30.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2013100122713,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013100146613,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Waiting to go - held up
2013100146613,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2013100159413,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning right
2013100159413,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2013100159813,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Frost or ice,Any animal in carriageway (except ridden horse),Going ahead right-hand bend
2013100199513,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013100199513,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine + high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
2013100216713,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Waiting to turn right
2013100247813,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013100247813,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
2013100295413,Slight,60.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead right-hand bend
2013100315013,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Turning right
2013100315013,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Turning left
2013100328113,Serious,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013100341413,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013100421013,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013100486013,Slight,70.0,Slip road,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
2013100487913,Serious,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Going ahead other
2013100578113,Slight,30.0,Crossroads,Auto traffic signal,Raining no high winds,Wet or damp,Vehicle load on road,Going ahead other
2013100578113,Slight,30.0,Crossroads,Auto traffic signal,Raining no high winds,Wet or damp,Vehicle load on road,Going ahead other
2013100642313,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Waiting to go - held up
2013100701113,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead left-hand bend
201311ND07963,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Reversing
201311ND22293,Slight,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201311ND22293,Slight,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201311ND25743,Serious,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Vehicle load on road,Moving off
201311ND25743,Serious,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Vehicle load on road,Going ahead other
201311ND26113,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201311NF05053,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201311NG19253,Slight,30.0,Roundabout,Authorised person,Raining + high winds,Wet or damp,Other object on road,Waiting to go - held up
201311SK06313,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
2013120027122,Serious,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking moving vehicle - offside
2013120027122,Serious,60.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013120081452,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
2013120115250,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013120123259,Serious,40.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013120127992,Slight,20.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Moving off
2013120139378,Slight,60.0,Slip road,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead left-hand bend
2013130021114,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Reversing
2013130031657,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead left-hand bend
2013130031657,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
2013130122929,Slight,30.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Snow,Previous accident,Parked
2013130122929,Slight,30.0,T or staggered junction,Give way or uncontrolled,Snowing no high winds,Snow,Previous accident,Slowing or stopping
2013130128616,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Previous accident,Changing lane to right
2013130361002,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013130361002,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013130361002,Slight,30.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
2013140003689,Slight,40.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Waiting to go - held up
2013140003689,Slight,40.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Overtaking static vehicle - offside
201314A027413,Slight,40.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Slowing or stopping
201314A027413,Slight,40.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Slowing or stopping
201314B035813,Fatal,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Going ahead other
201314B040413,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201314B052813,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201314C085413,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201314C086813,Slight,40.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Previous accident,Going ahead other
201314C086813,Slight,40.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Previous accident,Parked
201314C086813,Slight,40.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Previous accident,Parked
201314K113913,Slight,30.0,Slip road,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
2013160A03361,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Turning right
2013160A03361,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Parked
2013160A04561,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Slowing or stopping
2013160A04561,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
2013160B04221,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2013160B04371,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Moving off
2013160B04371,Slight,60.0,Crossroads,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2013160C02631,Serious,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013160C06501,Slight,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead left-hand bend
2013160C08131,Slight,20.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
2013160D05161,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201320G010583,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Other,Wet or damp,Vehicle load on road,Turning right
201320G010583,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Other,Wet or damp,Vehicle load on road,Going ahead other
201320G012313,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201320G012313,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Waiting to go - held up
201320G012313,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Waiting to go - held up
201320L007463,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
201320L007463,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Waiting to turn right
201320M007143,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning left
201320W009013,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Vehicle load on road,Turning right
201320W013663,Slight,30.0,Roundabout,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Going ahead other
201320W035313,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
201320W056343,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Pedestrian in carriageway - not injured,Going ahead other
2013213002182,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Slowing or stopping
2013213002182,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking - nearside
2013213002698,Slight,40.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Other object on road,Moving off
2013213002984,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking static vehicle - offside
2013213003984,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Waiting to go - held up
2013213004139,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Parked
2013213004139,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Parked
2013213004421,Fatal,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead right-hand bend
2013213004993,Slight,30.0,Roundabout,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
2013213005372,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead right-hand bend
2013213005372,Slight,70.0,Slip road,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Slowing or stopping
2013213006320,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead other
2013213006320,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Slowing or stopping
2013213006749,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013213006779,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Turning left
20132130X0072,Slight,60.0,T or staggered junction,Give way or uncontrolled,Raining + high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
20132130X0072,Slight,60.0,T or staggered junction,Give way or uncontrolled,Raining + high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead left-hand bend
20132130X0304,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Previous accident,Going ahead right-hand bend
201322C302271,Slight,50.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201322C304413,Serious,30.0,Mini-roundabout,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201322F300731,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Turning right
2013233024913,Slight,70.0,Slip road,Give way or uncontrolled,Fine + high winds,Wet or damp,Other object on road,Going ahead other
2013233024913,Slight,70.0,Slip road,Give way or uncontrolled,Fine + high winds,Wet or damp,Other object on road,Slowing or stopping
2013233034913,Serious,60.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
2013300000521,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning right
2013300000549,Slight,40.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Overtaking moving vehicle - offside
2013300000651,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Moving off
2013300000711,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Going ahead other
2013300000711,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Other object on road,Turning right
2013300001386,Slight,50.0,T or staggered junction,Give way or uncontrolled,Unknown,Dry,Previous accident,Waiting to turn right
2013300001475,Slight,40.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Overtaking moving vehicle - offside
2013300002441,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Parked
2013300002685,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013300002738,Serious,40.0,Crossroads,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013300002989,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Turning right
2013300002989,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013300002995,Slight,70.0,Slip road,Give way or uncontrolled,Raining + high winds,Wet or damp,Previous accident,Going ahead other
2013300003191,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Waiting to turn right
2013300003329,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Turning right
2013300003791,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Waiting to go - held up
2013300003791,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Overtaking static vehicle - offside
2013300004047,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Other object on road,Going ahead other
2013300004256,Slight,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Other object on road,Overtaking static vehicle - offside
2013300004569,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Going ahead other
2013300004569,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Reversing
2013300004569,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Wet or damp,Other object on road,Parked
201330D000140,Slight,40.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Any animal in carriageway (except ridden horse),Going ahead other
201331A036313,Serious,30.0,T or staggered junction,Give way or uncontrolled,Raining no high winds,Wet or damp,Any animal in carriageway (except ridden horse),Going ahead right-hand bend
201331A065713,Slight,30.0,T or staggered junction,Auto traffic signal,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201331A066413,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Moving off
201331A066413,Slight,30.0,Private drive or entrance,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Going ahead other
201331A203313,Slight,30.0,Crossroads,Auto traffic signal,Fine no high winds,Dry,Vehicle load on road,Turning right
201331A238113,Slight,30.0,T or staggered junction,Give way or uncontrolled,Fine no high winds,Dry,Pedestrian in carriageway - not injured,Moving off
